file,phase,strain,area,mean,minimum,maximum,bg_mean,measured_by,exp_id
drdr1_exp_1,exp,drdr1,878,951.131,683,1256,252.696,N,1
drdr1_exp_1,exp,drdr1,436,645.828,449,991,252.696,N,1
drdr1_exp_1,exp,drdr1,892,856.377,599,1156,252.696,N,1
drdr1_exp_1,exp,drdr1,876,728.099,498,1017,252.696,N,1
drdr1_exp_1,exp,drdr1,910,724.034,565,935,252.696,N,1
drdr1_exp_1,exp,drdr1,784,824.583,530,1041,252.696,N,1
drdr1_exp_1,exp,drdr1,356,610.323,469,890,252.696,N,1
drdr1_exp_2,exp,drdr1,1140,635.812,373,977,264.671,S,1
drdr1_exp_2,exp,drdr1,812,613.687,462,747,264.671,S,1
drdr1_exp_2,exp,drdr1,926,565.116,374,725,264.671,S,1
drdr1_exp_2,exp,drdr1,952,709.978,466,921,264.671,S,1
drdr1_exp_2,exp,drdr1,1034,700.383,465,944,264.671,S,1
drdr1_exp_2,exp,drdr1,512,500.98,368,675,264.671,S,1
drdr1_exp_3,exp,drdr1,968,864.561,651,1107,256.971,N,1
drdr1_exp_3,exp,drdr1,890,929.656,680,1154,256.971,N,1
drdr1_exp_3,exp,drdr1,494,571.68,402,807,256.971,N,1
drdr1_exp_3,exp,drdr1,920,955.748,609,1243,256.971,N,1
drdr1_exp_3,exp,drdr1,348,565.966,442,717,256.971,N,1
drdr1_exp_3,exp,drdr1,812,746.133,509,1095,256.971,N,1
drdr1_exp_4,exp,drdr1,986,901.941,524,1232,236.729,S,1
drdr1_exp_4,exp,drdr1,1091,801.538,602,1144,236.729,S,1
drdr1_exp_4,exp,drdr1,1073,987.454,733,1322,236.729,S,1
drdr1_exp_4,exp,drdr1,812,735.53,556,1250,236.729,S,1
drdr1_exp_4,exp,drdr1,1034,596.169,413,794,236.729,S,1
drdr1_exp_4,exp,drdr1,915,518.317,413,663,236.729,S,1
drdr1_exp_4,exp,drdr1,1136,681.02,532,918,236.729,S,1
drdr1_exp_4,exp,drdr1,843,490.905,359,615,236.729,S,1
drdr1_exp_4,exp,drdr1,212,493.759,363,597,236.729,S,1
drdr1_st_1,st,drdr1,846,180.372,139,225,206.495,N,1
drdr1_st_1,st,drdr1,934,301.855,224,380,206.495,N,1
drdr1_st_1,st,drdr1,230,238.113,176,303,206.495,N,1
drdr1_st_1,st,drdr1,842,182.686,113,227,206.495,N,1
drdr1_st_1,st,drdr1,844,252.828,184,320,206.495,N,1
drdr1_st_1,st,drdr1,728,243.67,192,302,206.495,N,1
drdr1_st_1,st,drdr1,832,183.285,139,243,206.495,N,1
drdr1_st_1,st,drdr1,1008,190.995,151,253,206.495,N,1
drdr1_st_1,st,drdr1,698,195.244,137,245,206.495,N,1
drdr1_st_1,st,drdr1,948,191.674,137,248,206.495,N,1
drdr1_st_1,st,drdr1,800,188.784,137,230,206.495,N,1
drdr1_st_1,st,drdr1,1166,189.852,137,249,206.495,N,1
drdr1_st_1,st,drdr1,504,221.651,157,353,206.495,N,1
drdr1_st_1,st,drdr1,702,268.808,196,353,206.495,N,1
drdr1_st_1,st,drdr1,714,221.094,146,296,206.495,N,1
drdr1_st_1,st,drdr1,690,215.641,170,306,206.495,N,1
drdr1_st_1,st,drdr1,684,197.488,134,252,206.495,N,1
drdr1_st_1,st,drdr1,856,200.165,153,254,206.495,N,1
drdr1_st_1,st,drdr1,730,201.344,138,248,206.495,N,1
drdr1_st_1,st,drdr1,772,616.078,416,791,206.495,N,1
drdr1_st_1,st,drdr1,492,631.646,466,842,206.495,N,1
drdr1_st_1,st,drdr1,868,298.876,160,680,206.495,N,1
drdr1_st_1,st,drdr1,916,185.093,129,231,206.495,N,1
drdr1_st_1,st,drdr1,746,185.475,130,233,206.495,N,1
drdr1_st_1,st,drdr1,974,191.069,123,239,206.495,N,1
drdr1_st_1,st,drdr1,814,194.057,135,250,206.495,N,1
drdr1_st_1,st,drdr1,1184,195.595,133,254,206.495,N,1
drdr1_st_1,st,drdr1,706,214.458,143,284,206.495,N,1
drdr1_st_1,st,drdr1,676,196.441,154,261,206.495,N,1
drdr1_st_1,st,drdr1,768,194.878,139,246,206.495,N,1
drdr1_st_1,st,drdr1,858,192.105,131,252,206.495,N,1
drdr1_st_1,st,drdr1,806,205.599,155,263,206.495,N,1
drdr1_st_1,st,drdr1,616,208.657,152,266,206.495,N,1
drdr1_st_1,st,drdr1,782,344.168,253,450,206.495,N,1
drdr1_st_1,st,drdr1,846,201.322,156,257,206.495,N,1
drdr1_st_1,st,drdr1,618,202.359,146,250,206.495,N,1
drdr1_st_1,st,drdr1,738,199.444,149,261,206.495,N,1
drdr1_st_1,st,drdr1,786,191.77,154,231,206.495,N,1
drdr1_st_1,st,drdr1,816,201,141,272,206.495,N,1
drdr1_st_1,st,drdr1,794,194.674,137,245,206.495,N,1
drdr1_st_1,st,drdr1,928,205.441,150,261,206.495,N,1
drdr1_st_1,st,drdr1,774,205.258,165,260,206.495,N,1
drdr1_st_1,st,drdr1,682,208.519,156,262,206.495,N,1
drdr1_st_1,st,drdr1,600,208.905,152,263,206.495,N,1
drdr1_st_1,st,drdr1,672,207.332,158,273,206.495,N,1
drdr1_st_1,st,drdr1,978,197.097,152,253,206.495,N,1
drdr1_st_1,st,drdr1,1128,199.979,149,254,206.495,N,1
drdr1_st_1,st,drdr1,786,196.407,152,243,206.495,N,1
drdr1_st_1,st,drdr1,612,209.472,161,266,206.495,N,1
drdr1_st_1,st,drdr1,572,209.17,173,267,206.495,N,1
drdr1_st_1,st,drdr1,670,203.401,166,251,206.495,N,1
drdr1_st_1,st,drdr1,686,209.787,152,294,206.495,N,1
drdr1_st_1,st,drdr1,976,213.832,158,294,206.495,N,1
drdr1_st_1,st,drdr1,748,208.798,164,257,206.495,N,1
drdr1_st_1,st,drdr1,1158,208.349,160,301,206.495,N,1
drdr1_st_1,st,drdr1,1034,203.652,156,261,206.495,N,1
drdr1_st_1,st,drdr1,756,198.632,118,269,206.495,N,1
drdr1_st_1,st,drdr1,712,202.44,149,265,206.495,N,1
drdr1_st_1,st,drdr1,956,246.99,164,653,206.495,N,1
drdr1_st_1,st,drdr1,726,354.377,185,539,206.495,N,1
drdr1_st_1,st,drdr1,990,244.981,141,685,206.495,N,1
drdr1_st_1,st,drdr1,812,238.623,160,426,206.495,N,1
drdr1_st_1,st,drdr1,888,207.731,126,251,206.495,N,1
drdr1_st_1,st,drdr1,618,219.405,159,332,206.495,N,1
drdr1_st_1,st,drdr1,712,204.664,149,264,206.495,N,1
drdr1_st_1,st,drdr1,832,202.603,165,245,206.495,N,1
drdr1_st_1,st,drdr1,556,200.536,0,249,206.495,N,1
drdr1_st_1,st,drdr1,872,202.327,143,246,206.495,N,1
drdr1_st_1,st,drdr1,1012,185.004,135,241,206.495,N,1
drdr1_st_1,st,drdr1,1096,188.97,139,242,206.495,N,1
drdr1_st_1,st,drdr1,1206,189.593,141,234,206.495,N,1
drdr1_st_1,st,drdr1,644,193.615,126,231,206.495,N,1
drdr1_st_1,st,drdr1,946,195.821,143,270,206.495,N,1
drdr1_st_1,st,drdr1,914,395.117,262,623,206.495,N,1
drdr1_st_1,st,drdr1,592,536.905,327,673,206.495,N,1
drdr1_st_1,st,drdr1,938,198.251,156,251,206.495,N,1
drdr1_st_1,st,drdr1,504,195.639,152,244,206.495,N,1
drdr1_st_1,st,drdr1,1162,193.749,144,256,206.495,N,1
drdr1_st_1,st,drdr1,968,208.95,142,405,206.495,N,1
drdr1_st_1,st,drdr1,708,194.879,136,245,206.495,N,1
drdr1_st_1,st,drdr1,672,196.554,152,242,206.495,N,1
drdr1_st_1,st,drdr1,938,207.093,152,254,206.495,N,1
drdr1_st_1,st,drdr1,998,197.766,155,258,206.495,N,1
drdr1_st_1,st,drdr1,728,339.753,245,421,206.495,N,1
drdr1_st_1,st,drdr1,770,218.596,144,393,206.495,N,1
drdr1_st_1,st,drdr1,590,245.949,167,420,206.495,N,1
drdr1_st_1,st,drdr1,630,208.481,160,275,206.495,N,1
drdr1_st_1,st,drdr1,1002,203.746,156,265,206.495,N,1
drdr1_st_1,st,drdr1,1004,196.991,139,255,206.495,N,1
drdr1_st_1,st,drdr1,1094,204.204,133,264,206.495,N,1
drdr1_st_1,st,drdr1,950,204.567,145,270,206.495,N,1
drdr1_st_1,st,drdr1,870,207.351,151,256,206.495,N,1
drdr1_st_1,st,drdr1,940,215.988,145,295,206.495,N,1
drdr1_st_1,st,drdr1,612,213.144,166,272,206.495,N,1
drdr1_st_1,st,drdr1,922,215.374,138,320,206.495,N,1
drdr1_st_1,st,drdr1,476,389.391,241,567,206.495,N,1
drdr1_st_1,st,drdr1,860,407.422,303,541,206.495,N,1
drdr1_st_1,st,drdr1,956,186.727,134,241,206.495,N,1
drdr1_st_1,st,drdr1,1050,188.461,137,244,206.495,N,1
drdr1_st_1,st,drdr1,698,190.398,133,260,206.495,N,1
drdr1_st_1,st,drdr1,940,190.767,136,240,206.495,N,1
drdr1_st_1,st,drdr1,1044,187.58,130,241,206.495,N,1
drdr1_st_1,st,drdr1,778,194.898,147,246,206.495,N,1
drdr1_st_1,st,drdr1,744,200.535,159,243,206.495,N,1
drdr1_st_1,st,drdr1,964,196.397,137,239,206.495,N,1
drdr1_st_1,st,drdr1,748,227.203,167,303,206.495,N,1
drdr1_st_1,st,drdr1,980,201.365,145,264,206.495,N,1
drdr1_st_1,st,drdr1,854,206.335,143,257,206.495,N,1
drdr1_st_1,st,drdr1,900,205.73,158,253,206.495,N,1
drdr1_st_1,st,drdr1,612,205.255,133,509,206.495,N,1
drdr1_st_1,st,drdr1,922,204.154,155,254,206.495,N,1
drdr1_st_1,st,drdr1,874,207.156,165,267,206.495,N,1
drdr1_st_1,st,drdr1,860,202.628,138,256,206.495,N,1
drdr1_st_1,st,drdr1,720,193.932,126,253,206.495,N,1
drdr1_st_1,st,drdr1,862,187.987,140,233,206.495,N,1
drdr1_st_1,st,drdr1,964,192.443,129,239,206.495,N,1
drdr1_st_1,st,drdr1,1278,195.671,137,254,206.495,N,1
drdr1_st_1,st,drdr1,928,186.655,134,240,206.495,N,1
drdr1_st_1,st,drdr1,1144,184.863,138,258,206.495,N,1
drdr1_st_1,st,drdr1,736,188.799,145,236,206.495,N,1
drdr1_st_1,st,drdr1,830,196.76,145,254,206.495,N,1
drdr1_st_1,st,drdr1,936,204.827,142,272,206.495,N,1
drdr1_st_1,st,drdr1,774,206.742,117,272,206.495,N,1
drdr1_st_1,st,drdr1,556,222.529,168,345,206.495,N,1
drdr1_st_1,st,drdr1,644,193.873,127,255,206.495,N,1
drdr1_st_1,st,drdr1,740,190.495,142,235,206.495,N,1
drdr1_st_2,st,drdr1,994,164.929,106,223,197.397,S,1
drdr1_st_2,st,drdr1,888,168.981,122,224,197.397,S,1
drdr1_st_2,st,drdr1,744,167.984,124,212,197.397,S,1
drdr1_st_2,st,drdr1,1034,171.472,123,223,197.397,S,1
drdr1_st_2,st,drdr1,1266,170.758,124,222,197.397,S,1
drdr1_st_2,st,drdr1,1092,173.325,119,237,197.397,S,1
drdr1_st_2,st,drdr1,762,181.156,141,239,197.397,S,1
drdr1_st_2,st,drdr1,696,173.555,127,222,197.397,S,1
drdr1_st_2,st,drdr1,936,173.29,112,224,197.397,S,1
drdr1_st_2,st,drdr1,928,169.994,122,234,197.397,S,1
drdr1_st_2,st,drdr1,976,178.779,107,219,197.397,S,1
drdr1_st_2,st,drdr1,752,176.32,132,232,197.397,S,1
drdr1_st_2,st,drdr1,994,180.104,126,232,197.397,S,1
drdr1_st_2,st,drdr1,898,183.739,128,241,197.397,S,1
drdr1_st_2,st,drdr1,868,187.567,124,241,197.397,S,1
drdr1_st_2,st,drdr1,1042,183.979,119,236,197.397,S,1
drdr1_st_2,st,drdr1,926,184.594,138,234,197.397,S,1
drdr1_st_2,st,drdr1,984,182.439,127,236,197.397,S,1
drdr1_st_2,st,drdr1,1130,177.76,126,233,197.397,S,1
drdr1_st_2,st,drdr1,1092,177.846,107,246,197.397,S,1
drdr1_st_2,st,drdr1,1442,173.977,107,236,197.397,S,1
drdr1_st_2,st,drdr1,1168,180.978,128,235,197.397,S,1
drdr1_st_2,st,drdr1,1198,184.115,123,244,197.397,S,1
drdr1_st_2,st,drdr1,1130,170.188,118,219,197.397,S,1
drdr1_st_2,st,drdr1,734,180.719,138,219,197.397,S,1
drdr1_st_2,st,drdr1,484,178.178,118,224,197.397,S,1
drdr1_st_2,st,drdr1,810,180.149,140,246,197.397,S,1
drdr1_st_2,st,drdr1,744,178.37,132,250,197.397,S,1
drdr1_st_2,st,drdr1,880,177.992,118,227,197.397,S,1
drdr1_st_2,st,drdr1,598,187.853,146,243,197.397,S,1
drdr1_st_2,st,drdr1,1024,176.288,116,220,197.397,S,1
drdr1_st_2,st,drdr1,1014,175.593,126,234,197.397,S,1
drdr1_st_2,st,drdr1,1382,172.18,121,238,197.397,S,1
drdr1_st_2,st,drdr1,754,178.493,127,235,197.397,S,1
drdr1_st_2,st,drdr1,1334,177.394,119,236,197.397,S,1
drdr1_st_2,st,drdr1,870,188.067,141,243,197.397,S,1
drdr1_st_2,st,drdr1,1178,206.779,132,438,197.397,S,1
drdr1_st_2,st,drdr1,1266,176.11,124,240,197.397,S,1
drdr1_st_2,st,drdr1,734,209.474,121,309,197.397,S,1
drdr1_st_2,st,drdr1,1488,374.857,267,510,197.397,S,1
drdr1_st_2,st,drdr1,868,273.499,218,335,197.397,S,1
drdr1_st_2,st,drdr1,792,267.143,185,467,197.397,S,1
drdr1_st_2,st,drdr1,926,204.609,144,276,197.397,S,1
drdr1_st_2,st,drdr1,1014,204.382,142,264,197.397,S,1
drdr1_st_2,st,drdr1,1178,199.733,134,261,197.397,S,1
drdr1_st_2,st,drdr1,1140,190.572,137,249,197.397,S,1
drdr1_st_2,st,drdr1,638,193.353,143,258,197.397,S,1
drdr1_st_2,st,drdr1,686,191.669,143,236,197.397,S,1
drdr1_st_2,st,drdr1,1024,362.886,253,485,197.397,S,1
drdr1_st_2,st,drdr1,446,366.202,278,452,197.397,S,1
drdr1_st_2,st,drdr1,1304,196.31,140,255,197.397,S,1
drdr1_st_2,st,drdr1,1110,191.634,138,246,197.397,S,1
drdr1_st_2,st,drdr1,772,200.789,149,253,197.397,S,1
drdr1_st_2,st,drdr1,986,200.614,154,269,197.397,S,1
drdr1_st_2,st,drdr1,926,193.297,145,255,197.397,S,1
drdr1_st_2,st,drdr1,1130,193.164,138,257,197.397,S,1
drdr1_st_2,st,drdr1,1014,468.905,345,604,197.397,S,1
drdr1_st_2,st,drdr1,1536,195.563,138,273,197.397,S,1
drdr1_st_2,st,drdr1,1274,195.987,150,254,197.397,S,1
drdr1_st_2,st,drdr1,810,196.572,145,263,197.397,S,1
drdr1_st_2,st,drdr1,1382,197.716,151,252,197.397,S,1
drdr1_st_2,st,drdr1,1236,186.43,138,246,197.397,S,1
drdr1_st_2,st,drdr1,754,190.142,145,235,197.397,S,1
drdr1_st_2,st,drdr1,1044,190.149,145,254,197.397,S,1
drdr1_st_2,st,drdr1,464,192.849,158,239,197.397,S,1
drdr1_st_2,st,drdr1,926,196.294,128,254,197.397,S,1
drdr1_st_2,st,drdr1,494,205.838,150,270,197.397,S,1
drdr1_st_2,st,drdr1,416,204.954,145,282,197.397,S,1
drdr1_st_2,st,drdr1,396,206.75,139,265,197.397,S,1
drdr1_st_2,st,drdr1,1158,189.773,132,238,197.397,S,1
drdr1_st_2,st,drdr1,1024,245.928,147,310,197.397,S,1
drdr1_st_2,st,drdr1,1294,195.164,132,272,197.397,S,1
drdr1_st_2,st,drdr1,656,196.857,144,244,197.397,S,1
drdr1_st_2,st,drdr1,1072,188.453,123,254,197.397,S,1
drdr1_st_2,st,drdr1,1256,191.35,120,243,197.397,S,1
drdr1_st_2,st,drdr1,696,185.444,137,240,197.397,S,1
drdr1_st_2,st,drdr1,704,187.209,136,254,197.397,S,1
drdr1_st_2,st,drdr1,1382,178.891,118,256,197.397,S,1
drdr1_st_2,st,drdr1,1054,200.937,151,261,197.397,S,1
drdr1_st_2,st,drdr1,754,197.702,139,254,197.397,S,1
drdr1_st_2,st,drdr1,744,197.009,138,265,197.397,S,1
drdr1_st_2,st,drdr1,1024,195.601,136,253,197.397,S,1
drdr1_st_2,st,drdr1,926,193.148,145,241,197.397,S,1
drdr1_st_2,st,drdr1,666,201.91,149,250,197.397,S,1
drdr1_st_2,st,drdr1,1294,187.038,135,242,197.397,S,1
drdr1_st_2,st,drdr1,830,198.242,147,267,197.397,S,1
drdr1_st_2,st,drdr1,1256,195.44,139,253,197.397,S,1
drdr1_st_2,st,drdr1,1140,191.37,133,248,197.397,S,1
drdr1_st_2,st,drdr1,1158,199.184,130,245,197.397,S,1
drdr1_st_2,st,drdr1,1110,198.11,137,260,197.397,S,1
drdr1_st_2,st,drdr1,1208,189.719,137,248,197.397,S,1
drdr1_st_2,st,drdr1,1004,200.344,151,273,197.397,S,1
drdr1_st_2,st,drdr1,1334,304.043,221,402,197.397,S,1
drdr1_st_2,st,drdr1,812,205.548,141,263,197.397,S,1
drdr1_st_2,st,drdr1,1294,220.247,156,613,197.397,S,1
drdr1_st_2,st,drdr1,1401,783.899,565,1082,197.397,S,1
drdr1_st_2,st,drdr1,474,242.738,162,402,197.397,S,1
drdr1_st_2,st,drdr1,948,211.121,143,255,197.397,S,1
drdr1_st_2,st,drdr1,1256,205.625,150,282,197.397,S,1
drdr1_st_2,st,drdr1,1100,214.172,145,277,197.397,S,1
drdr1_st_2,st,drdr1,1188,202.322,155,260,197.397,S,1
drdr1_st_2,st,drdr1,1024,263.585,153,970,197.397,S,1
drdr1_st_2,st,drdr1,1188,224.662,164,354,197.397,S,1
drdr1_st_2,st,drdr1,580,659.193,312,938,197.397,S,1
drdr1_st_2,st,drdr1,936,649.776,437,932,197.397,S,1
drdr1_st_2,st,drdr1,888,214.047,145,334,197.397,S,1
drdr1_st_2,st,drdr1,1024,509.791,406,707,197.397,S,1
drdr1_st_2,st,drdr1,1178,201.642,142,266,197.397,S,1
drdr1_st_2,st,drdr1,888,201.941,136,266,197.397,S,1
drdr1_st_2,st,drdr1,1100,195.745,144,254,197.397,S,1
drdr1_st_2,st,drdr1,966,197.511,136,248,197.397,S,1
drdr1_st_2,st,drdr1,1120,193.198,142,246,197.397,S,1
drdr1_st_2,st,drdr1,1054,189.724,141,243,197.397,S,1
drdr1_st_2,st,drdr1,862,191.935,125,249,197.397,S,1
drdr1_st_2,st,drdr1,1458,200.211,134,261,197.397,S,1
drdr1_st_2,st,drdr1,822,203.398,144,249,197.397,S,1
drdr1_st_2,st,drdr1,978,203.226,153,255,197.397,S,1
drdr1_st_3,st,drdr1,894,305.464,225,390,206.459,N,1
drdr1_st_3,st,drdr1,1118,191.604,107,249,206.459,N,1
drdr1_st_3,st,drdr1,1120,196.373,130,290,206.459,N,1
drdr1_st_3,st,drdr1,1046,242.04,183,306,206.459,N,1
drdr1_st_3,st,drdr1,1140,208.723,150,295,206.459,N,1
drdr1_st_3,st,drdr1,864,193.094,145,239,206.459,N,1
drdr1_st_3,st,drdr1,1044,198.955,144,288,206.459,N,1
drdr1_st_3,st,drdr1,842,211.539,154,274,206.459,N,1
drdr1_st_3,st,drdr1,1094,228.101,138,372,206.459,N,1
drdr1_st_3,st,drdr1,1102,212.571,137,279,206.459,N,1
drdr1_st_3,st,drdr1,680,379.374,249,502,206.459,N,1
drdr1_st_3,st,drdr1,890,346.292,270,441,206.459,N,1
drdr1_st_3,st,drdr1,902,604.371,352,836,206.459,N,1
drdr1_st_3,st,drdr1,244,449.439,325,573,206.459,N,1
drdr1_st_3,st,drdr1,916,221.497,152,334,206.459,N,1
drdr1_st_3,st,drdr1,890,214.817,157,297,206.459,N,1
drdr1_st_3,st,drdr1,1064,207.943,161,277,206.459,N,1
drdr1_st_3,st,drdr1,924,183.026,143,249,206.459,N,1
drdr1_st_3,st,drdr1,903,184.364,127,224,206.459,N,1
drdr1_st_3,st,drdr1,1102,186.033,134,248,206.459,N,1
drdr1_st_3,st,drdr1,1246,179.951,127,232,206.459,N,1
drdr1_st_3,st,drdr1,942,175.949,120,220,206.459,N,1
drdr1_st_3,st,drdr1,470,346.366,217,443,206.459,N,1
drdr1_st_3,st,drdr1,822,332.562,218,439,206.459,N,1
drdr1_st_3,st,drdr1,592,186.949,130,258,206.459,N,1
drdr1_st_3,st,drdr1,1012,176.389,130,235,206.459,N,1
drdr1_st_3,st,drdr1,678,248.817,190,321,206.459,N,1
drdr1_st_3,st,drdr1,938,226.329,150,293,206.459,N,1
drdr1_st_3,st,drdr1,886,199.005,149,267,206.459,N,1
drdr1_st_3,st,drdr1,1148,207.53,131,264,206.459,N,1
drdr1_st_3,st,drdr1,580,188.283,132,234,206.459,N,1
drdr1_st_3,st,drdr1,760,184.258,118,246,206.459,N,1
drdr1_st_3,st,drdr1,1000,185.128,122,259,206.459,N,1
drdr1_st_3,st,drdr1,946,187.404,122,275,206.459,N,1
drdr1_st_3,st,drdr1,1056,187.102,142,243,206.459,N,1
drdr1_st_3,st,drdr1,694,200.454,160,258,206.459,N,1
drdr1_st_3,st,drdr1,1020,197.946,157,254,206.459,N,1
drdr1_st_3,st,drdr1,1086,211.152,121,307,206.459,N,1
drdr1_st_3,st,drdr1,848,229.535,174,295,206.459,N,1
drdr1_st_3,st,drdr1,822,198.123,150,265,206.459,N,1
